Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1986,13.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1985,12.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1984,12.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1983,12.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1982,11.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1981,11.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1980,11,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1979,10.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1978,10.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1977,10,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1976,9.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1975,9.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2016,20.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2015,19.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2014,19.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2013,18.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2012,18.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2011,18.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2010,17.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2009,17.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2008,17,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2007,16.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2006,16.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2005,15.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2004,15.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2003,15.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2002,14.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2001,14.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,2000,14,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1999,13.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1998,13.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1997,12.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1996,12.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1995,12.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1994,11.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1993,11.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1992,11.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1991,10.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1990,10.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1989,10.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1988,9.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1987,9.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1986,9.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1985,9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1984,8.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1983,8.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1982,8.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1981,7.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1980,7.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1979,7.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1978,7.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1977,6.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1976,6.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Italy,ITA,1975,6.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2016,15.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2015,14.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2014,14.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2013,13.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2012,13,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2011,12.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2010,12,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2009,11.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2008,11.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2007,10.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2006,10.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2005,9.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2004,9.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2003,9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2002,8.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2001,8.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,2000,7.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1999,7.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1998,7.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1997,6.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1996,6.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1995,6.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1994,6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1993,5.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1992,5.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1991,5.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1990,5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1989,4.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1988,4.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1987,4.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1986,4.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1985,3.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1984,3.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1983,3.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1982,3.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1981,3.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1980,3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1979,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1978,2.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1977,2.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1976,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1975,2.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2016,4.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2015,4.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2014,4.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2013,4.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2012,3.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2011,3.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2010,3.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2009,3.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2008,3.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2007,2.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2006,2.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2005,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2004,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2003,2.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2002,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2001,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,2000,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1999,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1998,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1997,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1996,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1995,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1994,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1993,1.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1992,1.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1991,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1990,1.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1989,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1988,1.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1987,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1986,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1985,1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1984,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1983,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1982,0.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1981,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1980,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1979,0.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1978,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1977,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1976,0.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1975,0.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2016,28.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2015,27.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2014,26.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2013,26.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2012,25.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2011,24.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2010,24.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2009,23.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2008,23,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2007,22.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2006,21.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2005,21.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2004,20.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2003,20.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2002,19.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2001,19,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,2000,18.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1999,17.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1998,17.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1997,16.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1996,16.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1995,15.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1994,15,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1993,14.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1992,13.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1991,13.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1990,12.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1989,11.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1988,11.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1987,10.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1986,10.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1985,9.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1984,9.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1983,8.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1982,8.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1981,7.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1980,7.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1979,7.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1978,7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1977,6.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1976,6.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1975,6.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2016,18.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2015,18.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2014,17.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2013,17.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2012,16.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2011,16.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2010,15.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2009,15.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2008,14.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2007,14.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2006,14,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2005,13.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2004,13.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2003,12.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2002,12.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2001,12,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,2000,11.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1999,11.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1998,11,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1997,10.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1996,10.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1995,10,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1994,9.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1993,9.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1992,9.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1991,8.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1990,8.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1989,8.2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1988,7.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1987,7.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1986,7.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1985,7.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1984,6.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1983,6.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1982,6.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1981,6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1980,5.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1979,5.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1978,5.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1977,5.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1976,4.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kazakhstan,KAZ,1975,4.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2016,2.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2015,2.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2014,2.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2013,2.4,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2012,2.3,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2011,2.1,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2010,2,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2009,1.9,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2008,1.8,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2007,1.7,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2006,1.6,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2005,1.5,male
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,2004,1.4,male
